,Year,Event,Athlete,Gender,DOB,height,DOB1,Medal,Age
1299,2009,200 metre butterfly,Katinka Hossz,Women,"May 3, 1989 (age 27 years)",175.26,"May 3, 1989",Bronze,20.3452054795
1300,2011,200 metre butterfly,Jiao Liuyang,Women,"August 6, 1991 (age 25 years)",172.72,"August 6, 1991",Gold,20.0849315068
1301,2011,200 metre butterfly,Ellen Gandy,Women,"August 15, 1991 (age 25 years)",170.18,"August 15, 1991",Silver,20.0602739726
1302,2011,200 metre butterfly,Liu Zige,Women,"March 31, 1989 (age 27 years)",180.34,"March 31, 1989",Bronze,22.4356164384
1303,2013,200 metre butterfly,Liu Zige,Women,"March 31, 1989 (age 27 years)",180.34,"March 31, 1989",Gold,24.4383561644
1304,2013,200 metre butterfly,Mireia Belmonte,Women,"November 10, 1990 (age 26 years)",167.64,"November 10, 1990",Silver,22.8246575342
1305,2013,200 metre butterfly,Katinka Hossz,Women,"May 3, 1989 (age 27 years)",175.26,"May 3, 1989",Bronze,24.3479452055
1306,2015,200 metre butterfly,Natsumi Hoshi,Women,"August 21, 1990 (age 26 years)",165.1,"August 21, 1990",Gold,25.0465753425
1307,2015,200 metre butterfly,Cammile Adams,Women,"September 11, 1991 (age 25 years)",172.72,"September 11, 1991",Silver,23.9890410959
1308,2015,200 metre butterfly,Zhang Yufei,Women,"April 19, 1998 (age 18 years)",175.26,"April 19, 1998",Bronze,17.3808219178
1309,1973,200 metre individual medley,Andrea Hubner,Women,"February 17, 1957 (age 59 years)",,"February 17, 1957",Gold,16.5479452055
1310,1973,200 metre individual medley,Kornelia Ender,Women,"October 25, 1958 (age 58 years)",172.72,"October 25, 1958",Silver,14.8630136986
1311,1973,200 metre individual medley,Kathy Heddy,Women,"February 4, 1958 (age 58 years)",167.64,"February 4, 1958",Bronze,15.5835616438
1312,1975,200 metre individual medley,Kathy Heddy,Women,"February 4, 1958 (age 58 years)",167.64,"February 4, 1958",Gold,17.5835616438
1313,1975,200 metre individual medley,Ulrike Tauber,Women,"June 16, 1958 (age 58 years)",172.72,"June 16, 1958",Silver,17.2219178082
1314,1975,200 metre individual medley,Angela Franke,Women,"November 18, 1957 (age 59 years)",175.26,"November 18, 1957",Bronze,17.797260274
1315,1978,200 metre individual medley,Tracy Caulkins,Women,"January 11, 1963 (age 53 years)",175.26,"January 11, 1963",Gold,15.6493150685
1316,1978,200 metre individual medley,Joan Pennington,Women,1960,,196,Silver,
1317,1978,200 metre individual medley,Ulrike Tauber,Women,"June 16, 1958 (age 58 years)",172.72,"June 16, 1958",Bronze,20.2246575342
1318,1982,200 metre individual medley,Petra Schneider,Women,"January 11, 1963 (age 53 years)",172.72,"January 11, 1963",Gold,19.6520547945
1319,1982,200 metre individual medley,Ute Geweniger,Women,"February 24, 1964 (age 52 years)",177.8,"February 24, 1964",Silver,18.5315068493
1320,1982,200 metre individual medley,Tracy Caulkins,Women,"January 11, 1963 (age 53 years)",175.26,"January 11, 1963",Bronze,19.6520547945
1321,1986,200 metre individual medley,Kristin Otto,Women,"February 7, 1966 (age 50 years)",185.42,"February 7, 1966",Gold,20.5780821918
1322,1986,200 metre individual medley,Elena Dendeberova,Women,"May 4, 1969 (age 47 years)",,"May 4, 1969",Silver,17.3397260274
1323,1986,200 metre individual medley,Kathleen Nord,Women,"December 26, 1965 (age 50 years)",175.26,"December 26, 1965",Bronze,20.695890411
1324,1991,200 metre individual medley,Lin Li,Women,"April 16, 1976 (age 40 years)",170.18,"April 16, 1976",Gold,15.3863013699
1325,1991,200 metre individual medley,Summer Sanders,Women,"October 13, 1972 (age 44 years)",175.26,"October 13, 1972",Silver,18.895890411
1326,1991,200 metre individual medley,Daniela Hunger,Women,"March 20, 1972 (age 44 years)",175.26,"March 20, 1972",Bronze,19.4630136986
1327,1994,200 metre individual medley,L Bin,Women,"March 10, 1957",,"March 10, 195",Gold,
1328,1994,200 metre individual medley,Allison Wagner,Women,"July 21, 1977 (age 39 years)",167.64,"July 21, 1977",Silver,17.1260273973
1329,1994,200 metre individual medley,Elli Overton,Women,"June 13, 1974 (age 42 years)",177.8,"June 13, 1974",Bronze,20.2328767123
1330,1998,200 metre individual medley,Wu Yanyan,Women,"January 7, 1978 (age 38 years)",,"January 7, 1978",Gold,20.6630136986
1331,1998,200 metre individual medley,Chen Yan,Women,"March 27, 1981 (age 35 years)",160.02,"March 27, 1981",Silver,17.4438356164
1332,1998,200 metre individual medley,Martina Moravcov,Women,"January 16, 1976 (age 40 years)",,"January 16, 1976",Bronze,22.6410958904
1333,2001,200 metre individual medley,Martha Bowen,Women,1980,,198,Gold,
1334,2001,200 metre individual medley,Yana Klochkova,Women,"August 7, 1982 (age 34 years)",182.88,"August 7, 1982",Silver,19.0821917808
1335,2001,200 metre individual medley,Qi Hui,Women,"January 13, 1985 (age 31 years)",177.8,"January 13, 1985",Bronze,16.6438356164
1336,2003,200 metre individual medley,Yana Klochkova,Women,"August 7, 1982 (age 34 years)",182.88,"August 7, 1982",Gold,21.0821917808
1337,2003,200 metre individual medley,Alice Mills,Women,"May 23, 1986 (age 30 years)",175.26,"May 23, 1986",Silver,17.2876712329
1338,2003,200 metre individual medley,Zhou Yafei,Women,1984,,198,Bronze,
1339,2005,200 metre individual medley,Katie Hoff,Women,"June 3, 1989 (age 27 years)",175.26,"June 3, 1989",Gold,16.2575342466
1340,2005,200 metre individual medley,Kirsty Coventry,Women,"September 16, 1983 (age 33 years)",172.72,"September 16, 1983",Silver,21.9753424658
1341,2005,200 metre individual medley,Lara Carroll,Women,"December 8, 1986 (age 29 years)",167.64,"December 8, 1986",Bronze,18.7452054795
1342,2007,200 metre individual medley,Katie Hoff,Women,"June 3, 1989 (age 27 years)",175.26,"June 3, 1989",Gold,18.2575342466
1343,2007,200 metre individual medley,Kirsty Coventry,Women,"September 16, 1983 (age 33 years)",172.72,"September 16, 1983",Silver,23.9753424658
1344,2007,200 metre individual medley,Stephanie Rice,Women,"June 17, 1988 (age 28 years)",175.26,"June 17, 1988",Bronze,19.2191780822
1345,2009,200 metre individual medley,Ariana Kukors,Women,"June 1, 1989 (age 27 years)",170.18,"June 1, 1989",Gold,20.2657534247
1346,2009,200 metre individual medley,Stephanie Rice,Women,"June 17, 1988 (age 28 years)",175.26,"June 17, 1988",Silver,21.2219178082
1347,2009,200 metre individual medley,Katinka Hossz,Women,"May 3, 1989 (age 27 years)",175.26,"May 3, 1989",Bronze,20.3452054795
1348,2011,200 metre individual medley,Ye Shiwen,Women,"March 1, 1996 (age 20 years)",172.72,"March 1, 1996",Gold,15.5123287671
1349,2011,200 metre individual medley,Alicia Coutts,Women,"September 14, 1987 (age 29 years)",175.26,"September 14, 1987",Silver,23.9808219178
1350,2011,200 metre individual medley,Ariana Kukors,Women,"June 1, 1989 (age 27 years)",170.18,"June 1, 1989",Bronze,22.2657534247
1351,2013,200 metre individual medley,Katinka Hossz,Women,"May 3, 1989 (age 27 years)",175.26,"May 3, 1989",Gold,24.3479452055
1352,2013,200 metre individual medley,Alicia Coutts,Women,"September 14, 1987 (age 29 years)",175.26,"September 14, 1987",Silver,25.9835616438
1353,2013,200 metre individual medley,Mireia Belmonte,Women,"November 10, 1990 (age 26 years)",167.64,"November 10, 1990",Bronze,22.8246575342
1354,2015,200 metre individual medley,Katinka Hossz,Women,"May 3, 1989 (age 27 years)",175.26,"May 3, 1989",Gold,26.3479452055
1355,2015,200 metre individual medley,Kanako Watanabe,Women,"November 15, 1996 (age 20 years)",165.1,"November 15, 1996",Silver,18.8054794521
1356,2015,200 metre individual medley,Siobhan-Marie O'Connor,Women,"November 29, 1995 (age 21 years)",170.18,"November 29, 1995",Bronze,19.7698630137
1357,1973,400 metre individual medley,Gudrun Wegner,Women,"February 28, 1955",175.26,"February 28, 195",Gold,
1358,1973,400 metre individual medley,Angela Franke,Women,"November 18, 1957 (age 59 years)",175.26,"November 18, 1957",Silver,15.797260274
1359,1973,400 metre individual medley,Novella Calligaris,Women,"December 27, 1954 (age 61 years)",162.56,"December 27, 1954",Bronze,18.6931506849
1360,1975,400 metre individual medley,Ulrike Tauber,Women,"June 16, 1958 (age 58 years)",172.72,"June 16, 1958",Gold,17.2219178082
1361,1975,400 metre individual medley,Karla Linke,Women,"June 29, 1960 (age 56 years)",180.34,"June 29, 1960",Silver,15.1835616438
1362,1975,400 metre individual medley,Kathy Heddy,Women,"February 4, 1958 (age 58 years)",167.64,"February 4, 1958",Bronze,17.5835616438
1363,1978,400 metre individual medley,Tracy Caulkins,Women,"January 11, 1963 (age 53 years)",175.26,"January 11, 1963",Gold,15.6493150685
1364,1978,400 metre individual medley,Ulrike Tauber,Women,"June 16, 1958 (age 58 years)",172.72,"June 16, 1958",Silver,20.2246575342
1365,1978,400 metre individual medley,Petra Schneider,Women,"January 11, 1963 (age 53 years)",172.72,"January 11, 1963",Bronze,15.6493150685
1366,1982,400 metre individual medley,Petra Schneider,Women,"January 11, 1963 (age 53 years)",172.72,"January 11, 1963",Gold,19.6520547945
1367,1982,400 metre individual medley,Kathleen Nord,Women,"December 26, 1965 (age 50 years)",175.26,"December 26, 1965",Silver,16.6931506849
1368,1982,400 metre individual medley,Tracy Caulkins,Women,"January 11, 1963 (age 53 years)",175.26,"January 11, 1963",Bronze,19.6520547945
1369,1986,400 metre individual medley,Kathleen Nord,Women,"December 26, 1965 (age 50 years)",175.26,"December 26, 1965",Gold,20.695890411
1370,1986,400 metre individual medley,Michelle Griglione,Women,1969,,196,Silver,
1371,1986,400 metre individual medley,Noemi Lung,Women,"May 16, 1968 (age 48 years)",175.26,"May 16, 1968",Bronze,18.3068493151
1372,1991,400 metre individual medley,Lin Li,Women,"April 16, 1976 (age 40 years)",170.18,"April 16, 1976",Gold,15.3863013699
1373,1991,400 metre individual medley,Hayley Lewis,Women,"March 2, 1974 (age 42 years)",170.18,"March 2, 1974",Silver,17.5123287671
1374,1991,400 metre individual medley,Summer Sanders,Women,"October 13, 1972 (age 44 years)",175.26,"October 13, 1972",Bronze,18.895890411
1375,1994,400 metre individual medley,Dai Guohong,Women,"September 3, 1977 (age 39 years)",,"September 3, 1977",Gold,17.0054794521
1376,1994,400 metre individual medley,Allison Wagner,Women,"July 21, 1977 (age 39 years)",167.64,"July 21, 1977",Silver,17.1260273973
1377,1994,400 metre individual medley,Kristine Quance,Women,"April 1, 1975 (age 41 years)",172.72,"April 1, 1975",Bronze,19.4328767123
1378,1998,400 metre individual medley,Chen Yan,Women,"March 27, 1981 (age 35 years)",160.02,"March 27, 1981",Gold,17.4438356164
1379,1998,400 metre individual medley,Yana Klochkova,Women,"August 7, 1982 (age 34 years)",182.88,"August 7, 1982",Silver,16.0794520548
1380,1998,400 metre individual medley,Yasuko Tajima,Women,"May 8, 1981 (age 35 years)",,"May 8, 1981",Bronze,17.3287671233
1381,2001,400 metre individual medley,Yana Klochkova,Women,"August 7, 1982 (age 34 years)",182.88,"August 7, 1982",Gold,19.0821917808
1382,2001,400 metre individual medley,Martha Bowen,Women,1980,,198,Silver,
1383,2001,400 metre individual medley,Beatrice Cslaru,Women,,,N,Bronze,
1384,2003,400 metre individual medley,Yana Klochkova,Women,"August 7, 1982 (age 34 years)",182.88,"August 7, 1982",Gold,21.0821917808
1385,2003,400 metre individual medley,va Risztov,Women,"August 30, 1985 (age 31 years)",,"August 30, 1985",Silver,18.0164383562
1386,2003,400 metre individual medley,Beatrice Cslaru,Women,,,N,Bronze,
1387,2005,400 metre individual medley,Katie Hoff,Women,"June 3, 1989 (age 27 years)",175.26,"June 3, 1989",Gold,16.2575342466
1388,2005,400 metre individual medley,Kirsty Coventry,Women,"September 16, 1983 (age 33 years)",172.72,"September 16, 1983",Silver,21.9753424658
1389,2005,400 metre individual medley,Kaitlin Sandeno,Women,"March 13, 1983 (age 33 years)",167.64,"March 13, 1983",Bronze,22.4876712329
1390,2007,400 metre individual medley,Katie Hoff,Women,"June 3, 1989 (age 27 years)",175.26,"June 3, 1989",Gold,18.2575342466
1391,2007,400 metre individual medley,Yana Martynova,Women,"February 3, 1988 (age 28 years)",177.8,"February 3, 1988",Silver,19.5890410959
1392,2007,400 metre individual medley,Stephanie Rice,Women,"June 17, 1988 (age 28 years)",175.26,"June 17, 1988",Bronze,19.2191780822
1393,2009,400 metre individual medley,Katinka Hossz,Women,"May 3, 1989 (age 27 years)",175.26,"May 3, 1989",Gold,20.3452054795
1394,2009,400 metre individual medley,Kirsty Coventry,Women,"September 16, 1983 (age 33 years)",172.72,"September 16, 1983",Silver,25.9780821918
1395,2009,400 metre individual medley,Stephanie Rice,Women,"June 17, 1988 (age 28 years)",175.26,"June 17, 1988",Bronze,21.2219178082
1396,2011,400 metre individual medley,Elizabeth Beisel,Women,"August 18, 1992 (age 24 years)",167.64,"August 18, 1992",Gold,19.0493150685
1397,2011,400 metre individual medley,Hannah Miley,Women,"August 8, 1989 (age 27 years)",165.1,"August 8, 1989",Silver,22.0794520548
1398,2011,400 metre individual medley,Stephanie Rice,Women,"June 17, 1988 (age 28 years)",175.26,"June 17, 1988",Bronze,23.2219178082
1399,2013,400 metre individual medley,Katinka Hossz,Women,"May 3, 1989 (age 27 years)",175.26,"May 3, 1989",Gold,24.3479452055
1400,2013,400 metre individual medley,Mireia Belmonte,Women,"November 10, 1990 (age 26 years)",167.64,"November 10, 1990",Silver,22.8246575342
1401,2013,400 metre individual medley,Elizabeth Beisel,Women,"August 18, 1992 (age 24 years)",167.64,"August 18, 1992",Bronze,21.0520547945
1402,2015,400 metre individual medley,Katinka Hossz,Women,"May 3, 1989 (age 27 years)",175.26,"May 3, 1989",Gold,26.3479452055
1403,2015,400 metre individual medley,Maya DiRado,Women,"April 5, 1993 (age 23 years)",175.26,"April 5, 1993",Silver,22.4219178082
1404,2015,400 metre individual medley,Emily Overholt,Women,"October 4, 1997 (age 19 years)",170.18,"October 4, 1997",Bronze,17.9205479452
